Militaire eenheid,2024-01-01,2024-02-01,2024-03-01,2024-04-02,2024-05-02,2024-06-01,2024-07-01,2024-08-01,2024-09-01,Totale beweging (km)
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",1634.1557437271013
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1634.1557437271013
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469",1634.1557437271013
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1634.1557437271013
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",1619.2178577722696
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1619.2178577722693
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1619.2178577722693
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913",1619.2178577722693
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1619.2178577722693
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1619.2178577722693
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1619.2178577722693
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1619.217857772269
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469",1619.217857772269
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",1619.217857772269
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1616.912828781135
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469",1616.912828781135
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1600.737922332773
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469",1600.737922332773
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1600.737922332773
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329",1600.737922332773
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228",1600.7379223327728
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913",1600.7379223327728
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",1600.7379223327728
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",1600.7379223327728
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1600.7379223327728
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1600.7379223327725
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913",1599.0611468847
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1599.0611468847
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228",1599.0611468847
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",1599.0611468846998
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228",1591.7921828431854
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1591.7921828431854
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",1589.4871538520513
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913",1589.4871538520513
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469",1589.4871538520513
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1589.4871538520513
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913",1589.487153852051
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228",1589.487153852051
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1589.487153852051
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1589.487153852051
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1589.487153852051
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1589.487153852051
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913",1589.3641082603554
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",1589.3641082603551
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1589.3641082603551
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1589.3641082603551
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",1589.3641082603551
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1589.3641082603551
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",1574.4262223055232
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1574.426222305523
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1572.121193314389
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1572.1211933143888
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",1572.1211933143888
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",1572.1211933143888
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329",1572.1211933143888
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",1572.1211933143888
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469",1555.9462868660266
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329",1555.9462868660266
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913",1555.3180333229654
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329",1555.3180333229654
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329",1555.3180333229654
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913",1555.3180333229654
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228",1553.6412578748927
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",1553.6412578748925
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329",1553.6412578748925
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","48.705179, 37.9922329",1553.6412578748925
